Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1668547979,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547980,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547981,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547982,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547983,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547984,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547985,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547986,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547987,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547988,9,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0
1668547989,10,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547990,11,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547991,12,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547992,13,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547993,14,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547994,15,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547995,16,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547996,17,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547997,18,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547998,19,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668547999,20,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668548000,21,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668548001,22,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668548002,23,,Aggregated,0.000000,0.000000,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,1,0,9926.5055449996,9926.5055449996,9926.5055449996,9926.5055449996,143.0
1668548003,24,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548004,25,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548005,26,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548006,27,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548007,28,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548008,29,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548009,30,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548010,31,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548011,32,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548012,33,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
1668548013,34,,Aggregated,0.000000,0.000000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,2,0,9926.5055449996,16203.671765499166,9926.5055449996,22480.837985998733,143.0
