Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,176,120,82000.0,70134.30288335237,53.5462349998852,121314.02537500071,45.5,1.0166108396650153,0.6931437543170559,83000,97000,102000,104000,109000,115000,119000,120000,121000,121000,121000
,Aggregated,176,120,82000.0,70134.30288335237,53.5462349998852,121314.02537500071,45.5,1.0166108396650153,0.6931437543170559,83000,97000,102000,104000,109000,115000,119000,120000,121000,121000,121000
